Código IBGE;Município;Meso Região;Micro Região;Praça Pagamento
313700710;Concórdia do Mucuri;Vale do Mucuri;Teófilo Otoni;Teófilo Otoni
316240110;Condado do Norte;Norte de Minas;Montes Claros;São João da Ponte
3117876;Confins;Metropolitana de Belo Horizonte;Belo Horizonte;Pedro Leopoldo
3117900;Congonhal;Sul/Sudoeste de Minas;Pouso Alegre;Pouso Alegre
3118007;Congonhas;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Congonhas
3118106;Congonhas do Norte;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
3918007;Congonhas II;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Congonhas
3118205;Conquista;Triângulo Mineiro/Alto Paranaíba;Uberaba;Conquista
3118304;Conselheiro Lafaiete;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Conselheiro Lafaiete
312160510;Conselheiro Mata;Jequitinhonha;Diamantina;Diamantina
3118403;Conselheiro Pena;Vale do Rio Doce;Aimorés;Conselheiro Pena
3118502;Consolação;Sul/Sudoeste de Minas;Itajubá;Paraisópolis
3118601;Contagem;Metropolitana de Belo Horizonte;Belo Horizonte;Contagem
313250313;Contrato;Jequitinhonha;Capelinha;Itamarandiba
311910410;Contria;Central Mineira;Curvelo;Corinto
3118700;Coqueiral;Sul/Sudoeste de Minas;Varginha;Boa Esperança
3118809;Coração de Jesus;Norte de Minas;Montes Claros;Coração de Jesus
311340407;Cordeiro de Minas;Vale do Rio Doce;Caratinga;Caratinga
3118908;Cordisburgo;Metropolitana de Belo Horizonte;Sete Lagoas;Paraopeba
3119005;Cordislândia;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;São Gonçalo do Sapucaí
313030915;Corguinhos;Oeste de Minas;Piuí;Iguatama
3119104;Corinto;Central Mineira;Curvelo;Corinto
3119203;Coroaci;Vale do Rio Doce;Governador Valadares;Peçanha
3119302;Coromandel;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Coromandel
3119401;Coronel Fabriciano;Vale do Rio Doce;Ipatinga;Coronel Fabriciano
3119500;Coronel Murta;Jequitinhonha;Araçuaí;Araçuaí
3119609;Coronel Pacheco;Zona da Mata;Juiz de Fora;Juiz de Fora
3119708;Coronel Xavier Chaves;Campo das Vertentes;São João Del Rei;Resende Costa
310560810;Correia de Almeida;Campo das Vertentes;Barbacena;Barbacena
312800610;Correntinho;Vale do Rio Doce;Guanhães;Guanhães
311750420;Costa Sena;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
314730310;Costas;Sul/Sudoeste de Minas;Itajubá;Paraisópolis
310560812;Costas da Mantiqueira;Campo das Vertentes;Barbacena;Barbacena
3120102;Couto de Magalhães de Minas;Jequitinhonha;Diamantina;Diamantina
316860610;Crispim Jacques;Vale do Mucuri;Teófilo Otoni;Teófilo Otoni
3120201;Cristais;Oeste de Minas;Campo Belo;Campo Belo
3120409;Cristiano Otoni;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Conselheiro Lafaiete
3120508;Cristina;Sul/Sudoeste de Minas;Itajubá;Cristina
3120300;Cristália;Norte de Minas;Grão Mogol;Grão Mogol
314600810;Crisólia;Sul/Sudoeste de Minas;Poços de Caldas;Ouro Fino
3120151;Crisólita;Vale do Mucuri;Nanuque;Águas Formosas
3120607;Crucilândia;Metropolitana de Belo Horizonte;Itaguara;Bom Sucesso
311783615;Cruz dos Araújos;Norte de Minas;Januária;Januária
3120706;Cruzeiro da Fortaleza;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Patrocínio
317020610;Cruzeiro dos Peixotos;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Uberlândia
314180115;Cruzinha;Jequitinhonha;Capelinha;Minas Novas
3120805;Cruzília;Sul/Sudoeste de Minas;Andrelândia;Cruzília
312590315;Cubas;Metropolitana de Belo Horizonte;Itabira;Ferros
311840325;Cuieté Velho;Vale do Rio Doce;Aimorés;Conselheiro Pena
3120839;Cuparaque;Vale do Rio Doce;Aimorés;Conselheiro Pena
310920410;Curimataí;Central Mineira;Curvelo;Buenópolis
3120870;Curral de Dentro;Norte de Minas;Salinas;Taiobeiras
310290206;Curral Novo de Minas;Campo das Vertentes;Barbacena;Barbacena
3120904;Curvelo;Central Mineira;Curvelo;Curvelo
3115102;Cássia;Sul/Sudoeste de Minas;Passos;Cássia
3119807;Córrego Danta;Oeste de Minas;Piuí;Luz
314710520;Córrego do Barro;Metropolitana de Belo Horizonte;Pará de Minas;Pará de Minas
3119906;Córrego do Bom Jesus;Sul/Sudoeste de Minas;Pouso Alegre;Cambuí
311160610;Córrego do Ouro;Sul/Sudoeste de Minas;Varginha;Campos Gerais
3119955;Córrego Fundo;Oeste de Minas;Formiga;Formiga
3120003;Córrego Novo;Vale do Rio Doce;Caratinga;Caratinga
311750415;Córregos;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
316100710;Cônego João Pio;Metropolitana de Belo Horizonte;Itabira;São Domingos do Prata
3117836;Cônego Marinho;Norte de Minas;Januária;Januária
3121001;Datas;Jequitinhonha;Diamantina;Diamantina
3121100;Delfim Moreira;Sul/Sudoeste de Minas;Itajubá;Itajubá
3121209;Delfinópolis;Sul/Sudoeste de Minas;Passos;Cássia
3121258;Delta;Triângulo Mineiro/Alto Paranaíba;Uberaba;Uberaba
316710310;Deputado Augusto Clementino;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Serro
312770130;Derribadinha;Vale do Rio Doce;Governador Valadares;Governador Valadares
3121308;Descoberto;Zona da Mata;Juiz de Fora;São João Nepomuceno
312160515;Desembargador Otoni;Jequitinhonha;Diamantina;Diamantina
315690810;Desemboque;Triângulo Mineiro/Alto Paranaíba;Araxá;Sacramento
3121407;Desterro de Entre Rios;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Entre Rios de Minas
3121506;Desterro do Melo;Campo das Vertentes;Barbacena;Barbacena
316990110;Diamante de Ubá;Zona da Mata;Ubá;Ubá
3121605;Diamantina;Jequitinhonha;Diamantina;Diamantina
310890910;Dias;Sul/Sudoeste de Minas;Itajubá;Brazópolis
3121704;Diogo de Vasconcelos;Metropolitana de Belo Horizonte;Ouro Preto;Mariana
3121803;Dionísio;Metropolitana de Belo Horizonte;Itabira;São Domingos do Prata
3122009;Divino;Zona da Mata;Muriaé;Divino
3122108;Divino das Laranjeiras;Vale do Rio Doce;Governador Valadares;Galiléia
317190710;Divino de Virgolândia;Vale do Rio Doce;Governador Valadares;Peçanha
312370006;Divino do Traíra;Vale do Rio Doce;Governador Valadares;Tarumirim
310200110;Divino Espírito Santo;Sul/Sudoeste de Minas;Alfenas;Areado
3122207;Divinolândia de Minas;Vale do Rio Doce;Guanhães;Virginópolis
3121902;Divinésia;Zona da Mata;Ubá;Ubá
3122306;Divinópolis;Oeste de Minas;Divinópolis;Divinópolis
3122355;Divisa Alegre;Norte de Minas;Salinas;Pedra Azul
3122405;Divisa Nova;Sul/Sudoeste de Minas;Alfenas;Cabo Verde
3122454;Divisópolis;Jequitinhonha;Almenara;Almenara
314675010;Dois de Abril;Jequitinhonha;Almenara;Almenara
312480712;Dolearina;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Estrela do Sul
3122470;Dom Bosco;Noroeste de Minas;Unaí;Bonfinópolis de Minas
3122504;Dom Cavati;Vale do Rio Doce;Caratinga;Inhapim
313940907;Dom Corrêa;Zona da Mata;Manhuaçu;Manhuaçu
3122603;Dom Joaquim;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
311340410;Dom Lara;Vale do Rio Doce;Caratinga;Caratinga
311340413;Dom Modesto;Vale do Rio Doce;Caratinga;Caratinga
3122702;Dom Silvério;Zona da Mata;Ponte Nova;Alvinópolis
3122801;Dom Viçoso;Sul/Sudoeste de Minas;Itajubá;Carmo de Minas
3122900;Dona Euzébia;Zona da Mata;Cataguases;Cataguases
314220510;Dores da Vitória;Zona da Mata;Muriaé;Miraí
3123007;Dores de Campos;Campo das Vertentes;São João Del Rei;Prados
3123106;Dores de Guanhães;Vale do Rio Doce;Guanhães;Guanhães
3123205;Dores do Indaiá;Central Mineira;Bom Despacho;Dores do Indaiá
316070215;Dores do Paraibuna;Zona da Mata;Juiz de Fora;Santos Dumont
3123304;Dores do Turvo;Zona da Mata;Ubá;Senador Firmino
3123403;Doresópolis;Oeste de Minas;Piuí;Piumhi
313900310;Douradinho;Sul/Sudoeste de Minas;Alfenas;Machado
3123502;Douradoquara;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Monte Carmelo
313570410;Doutor Campolina;Metropolitana de Belo Horizonte;Sete Lagoas;Sete Lagoas
314930910;Doutor Lund;Metropolitana de Belo Horizonte;Belo Horizonte;Pedro Leopoldo
310290207;Dr. Sá Fortes;Campo das Vertentes;Barbacena;Barbacena
3123528;Durandé;Zona da Mata;Manhuaçu;Manhumirim
313320415;Edgard Melo;Vale do Rio Doce;Governador Valadares;Itanhomi
316880415;Elvas;Campo das Vertentes;São João Del Rei;São João del Rei
3123601;Elói Mendes;Sul/Sudoeste de Minas;Varginha;Elói Mendes
316250020;Emboabas;Campo das Vertentes;São João Del Rei;São João del Rei
3123700;Engenheiro Caldas;Vale do Rio Doce;Governador Valadares;Tarumirim
314610725;Engenheiro Correia;Metropolitana de Belo Horizonte;Ouro Preto;Ouro Preto
3123809;Engenheiro Navarro;Norte de Minas;Bocaiúva;Bocaiúva
310340510;Engenheiro Schnoor;Jequitinhonha;Araçuaí;Araçuaí
310740610;Engenho do Ribeiro;Central Mineira;Bom Despacho;Bom Despacho
313980510;Engenho Novo;Zona da Mata;Juiz de Fora;Mar de Espanha
3123858;Entre Folhas;Vale do Rio Doce;Caratinga;Caratinga
3123908;Entre Rios de Minas;Metropolitana de Belo Horizonte;Conselheiro Lafaiete;Entre Rios de Minas
311370110;Epaminondas Otoni;Vale do Mucuri;Nanuque;Carlos Chagas
314330210;Ermidinha;Norte de Minas;Montes Claros;Montes Claros
3124005;Ervália;Zona da Mata;Viçosa;Ervália
3124104;Esmeraldas;Metropolitana de Belo Horizonte;Belo Horizonte;Esmeraldas
312590320;Esmeraldas de Ferros;Metropolitana de Belo Horizonte;Itabira;Ferros
3124203;Espera Feliz;Zona da Mata;Muriaé;Espera Feliz
3124302;Espinosa;Norte de Minas;Janaúba;Espinosa
3124401;Espírito Santo do Dourado;Sul/Sudoeste de Minas;Pouso Alegre;Silvianópolis
313880710;Esteios;Central Mineira;Bom Despacho;Luz
3124500;Estiva;Sul/Sudoeste de Minas;Pouso Alegre;Pouso Alegre
311455010;Estrela da Barra;Triângulo Mineiro/Alto Paranaíba;Frutal;Iturama
313650410;Estrela de Jordânia;Jequitinhonha;Almenara;Jacinto
3124708;Estrela do Indaiá;Central Mineira;Bom Despacho;Dores do Indaiá
3124807;Estrela do Sul;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Estrela do Sul
3124609;Estrela-d'Alva;Zona da Mata;Cataguases;Pirapetinga
310370210;Estêvão de Araújo;Zona da Mata;Viçosa;Ervália
3124906;Eugenópolis;Zona da Mata;Muriaé;Eugenópolis
315680910;Euxenita;Vale do Rio Doce;Guanhães;Sabinópolis
3125002;Ewbank da Câmara;Zona da Mata;Juiz de Fora;Santos Dumont
310110220;Expedicionário Alício;Vale do Rio Doce;Aimorés;Aimorés
312160520;Extração;Jequitinhonha;Diamantina;Diamantina
3125101;Extrema;Sul/Sudoeste de Minas;Pouso Alegre;Extrema
3125200;Fama;Sul/Sudoeste de Minas;Alfenas;Paraguaçu
310560814;Faria;Campo das Vertentes;Barbacena;Barbacena
3125309;Faria Lemos;Zona da Mata;Muriaé;Carangola
312800615;Farias;Vale do Rio Doce;Guanhães;Guanhães
315850810;Fechados;Metropolitana de Belo Horizonte;Sete Lagoas;Sete Lagoas
310050015;Felicina;Vale do Rio Doce;Ipatinga;Açucena
3125606;Felisburgo;Jequitinhonha;Almenara;Jequitinhonha
3125705;Felixlândia;Central Mineira;Curvelo;Curvelo
3125408;Felício dos Santos;Jequitinhonha;Diamantina;Diamantina
3125804;Fernandes Tourinho;Vale do Rio Doce;Governador Valadares;Tarumirim
310860220;Fernão Dias;Norte de Minas;Montes Claros;Brasília de Minas
316200510;Ferreiras;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;São Gonçalo do Sapucaí
315700510;Ferreirópolis;Norte de Minas;Salinas;Salinas
3125903;Ferros;Metropolitana de Belo Horizonte;Itabira;Ferros
311840335;Ferruginha;Vale do Rio Doce;Aimorés;Conselheiro Pena
3125952;Fervedouro;Zona da Mata;Muriaé;Carangola
314930915;Fidalgo;Metropolitana de Belo Horizonte;Belo Horizonte;Pedro Leopoldo
310470010;Fidelândia;Vale do Mucuri;Teófilo Otoni;Teófilo Otoni
312910310;Flor de Minas;Triângulo Mineiro/Alto Paranaíba;Ituiutaba;Ituiutaba
311570610;Floresta;Vale do Rio Doce;Mantena;Mantena
3126000;Florestal;Metropolitana de Belo Horizonte;Pará de Minas;Pará de Minas
310350415;Florestina;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Araguari
315720330;Florália;Metropolitana de Belo Horizonte;Itabira;Santa Bárbara
310230810;Fonseca;Metropolitana de Belo Horizonte;Itabira;Alvinópolis
3126109;Formiga;Oeste de Minas;Formiga;Formiga
3126208;Formoso;Noroeste de Minas;Unaí;Buritis
3126307;Fortaleza de Minas;Sul/Sudoeste de Minas;Passos;Jacuí
3126406;Fortuna de Minas;Metropolitana de Belo Horizonte;Sete Lagoas;Sete Lagoas
311480810;Franceses;Sul/Sudoeste de Minas;Andrelândia;Aiuruoca
3126505;Francisco Badaró;Jequitinhonha;Capelinha;Minas Novas
3126604;Francisco Dumont;Norte de Minas;Bocaiúva;Bocaiúva
3126703;Francisco Sá;Norte de Minas;Montes Claros;Francisco Sá
3126752;Franciscópolis;Vale do Mucuri;Teófilo Otoni;Malacacheta
311870010;Frei Eustáquio;Sul/Sudoeste de Minas;Varginha;Boa Esperança
3126802;Frei Gaspar;Vale do Mucuri;Teófilo Otoni;Itambacuri
3126901;Frei Inocêncio;Vale do Rio Doce;Governador Valadares;Governador Valadares
3126950;Frei Lagonegro;Vale do Rio Doce;Peçanha;Peçanha
314350010;Frei Orlando;Central Mineira;Três Marias;Morada Nova de Minas
313270110;Frei Serafim;Vale do Rio Doce;Governador Valadares;Itambacuri
311950010;Freire Cardoso;Jequitinhonha;Araçuaí;Araçuaí
3127008;Fronteira;Triângulo Mineiro/Alto Paranaíba;Frutal;Frutal
3127057;Fronteira dos Vales;Vale do Mucuri;Nanuque;Águas Formosas
3127073;Fruta de Leite;Norte de Minas;Salinas;Salinas
3127107;Frutal;Triângulo Mineiro/Alto Paranaíba;Frutal;Frutal
316210410;Funchal;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;São Gotardo
3127206;Funilândia;Metropolitana de Belo Horizonte;Sete Lagoas;Sete Lagoas
314000130;Furquim;Metropolitana de Belo Horizonte;Ouro Preto;Mariana
311455017;Fátima do Pontal;Triângulo Mineiro/Alto Paranaíba;Frutal;Iturama
310560816;Galego;Campo das Vertentes;Barbacena;Barbacena
315340010;Galena;Noroeste de Minas;Paracatu;Presidente Olegário
3127305;Galiléia;Vale do Rio Doce;Governador Valadares;Galiléia
310050020;Gama;Vale do Rio Doce;Ipatinga;Açucena
3127339;Gameleiras;Norte de Minas;Janaúba;Monte Azul
317040415;Garapuava;Noroeste de Minas;Unaí;Unaí
312490610;Gavião;Zona da Mata;Muriaé;Eugenópolis
313600907;Giru;Jequitinhonha;Almenara;Jequitinhonha
3127354;Glaucilândia;Norte de Minas;Montes Claros;Montes Claros
314610730;Glaura;Metropolitana de Belo Horizonte;Ouro Preto;Ouro Preto
315820110;Glucínio;Vale do Rio Doce;Peçanha;Santa Maria do Suaçuí
311530012;Glória de Cataguases;Zona da Mata;Cataguases;Cataguases
312770140;Goiabal;Vale do Rio Doce;Governador Valadares;Governador Valadares
3127370;Goiabeira;Vale do Rio Doce;Aimorés;Conselheiro Pena
311240610;Goianases;Sul/Sudoeste de Minas;Passos;Cássia
3127388;Goianá;Zona da Mata;Juiz de Fora;Rio Novo
312620815;Goiasminas;Noroeste de Minas;Unaí;Buritis
3127503;Gonzaga;Vale do Rio Doce;Guanhães;Virginópolis
3127404;Gonçalves;Sul/Sudoeste de Minas;Pouso Alegre;Abadia dos Dourados
312260310;Gororós;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
315220410;Gorutuba;Norte de Minas;Janaúba;Porteirinha
3127602;Gouveia;Jequitinhonha;Diamantina;Diamantina
3127701;Governador Valadares;Vale do Rio Doce;Governador Valadares;Governador Valadares
310260510;Gramínea;Sul/Sudoeste de Minas;Poços de Caldas;Andradas
310030210;Granada;Zona da Mata;Manhuaçu;Abre Campo
311610020;Granjas do Norte;Jequitinhonha;Capelinha;Capelinha
313550610;Grota;Zona da Mata;Ponte Nova;Jequeri
3127909;Grupiara;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Estrela do Sul
3127800;Grão Mogol;Norte de Minas;Grão Mogol;Grão Mogol
317080010;Guaicuí;Norte de Minas;Pirapora;Várzea da Palma
314720410;Guaipava;Sul/Sudoeste de Minas;Alfenas;Paraguaçu
3128006;Guanhães;Vale do Rio Doce;Guanhães;Guanhães
3128105;Guapé;Sul/Sudoeste de Minas;Varginha;Guapé
3128204;Guaraciaba;Zona da Mata;Ponte Nova;Ponte Nova
3128253;Guaraciama;Norte de Minas;Bocaiúva;Bocaiúva
3128402;Guarani;Zona da Mata;Ubá;Guarani
313580310;Guaranilândia;Jequitinhonha;Almenara;Jequitinhonha
3128303;Guaranésia;Sul/Sudoeste de Minas;São Sebastião do Paraíso;Guaranésia
3128501;Guarará;Zona da Mata;Juiz de Fora;Bicas
313270115;Guarataia;Vale do Rio Doce;Governador Valadares;Itambacuri
316210415;Guarda dos Ferreiros;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;São Gotardo
3128600;Guarda-Mor;Noroeste de Minas;Paracatu;Vazante
316470410;Guardinha;Sul/Sudoeste de Minas;São Sebastião do Paraíso;São Sebastião do Paraíso
311820510;Guaxima;Triângulo Mineiro/Alto Paranaíba;Uberaba;Conquista
3128709;Guaxupé;Sul/Sudoeste de Minas;São Sebastião do Paraíso;Guaxupé
3128808;Guidoval;Zona da Mata;Ubá;Ubá
3128907;Guimarânia;Triângulo Mineiro/Alto Paranaíba;Patos de Minas;Patrocínio
312160525;Guinda;Jequitinhonha;Diamantina;Diamantina
3129004;Guiricema;Zona da Mata;Ubá;Visconde do Rio Branco
3129103;Gurinhatã;Triângulo Mineiro/Alto Paranaíba;Ituiutaba;Ituiutaba
3129202;Heliodora;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;Natércia
310300910;Hematita;Vale do Rio Doce;Ipatinga;Coronel Fabriciano
311320610;Hermilo Alves;Campo das Vertentes;Barbacena;Carandaí
311110110;Honorópolis;Triângulo Mineiro/Alto Paranaíba;Frutal;Campina Verde
3129301;Iapu;Vale do Rio Doce;Caratinga;Inhapim
3129400;Ibertioga;Campo das Vertentes;Barbacena;Barbacena
3129608;Ibiaí;Norte de Minas;Pirapora;Coração de Jesus
3129657;Ibiracatu;Norte de Minas;Montes Claros;São João da Ponte
3129707;Ibiraci;Sul/Sudoeste de Minas;Passos;Ibiraci
3129806;Ibirité;Metropolitana de Belo Horizonte;Belo Horizonte;Ibirité
314050615;Ibitira;Central Mineira;Bom Despacho;Martinho Campos
3129905;Ibitiúra de Minas;Sul/Sudoeste de Minas;Poços de Caldas;Andradas
3130002;Ibituruna;Oeste de Minas;Oliveira;Bom Sucesso
3129509;Ibiá;Triângulo Mineiro/Alto Paranaíba;Araxá;Ibiá
3130051;Icaraí de Minas;Norte de Minas;Januária;São Francisco
3130101;Igarapé;Metropolitana de Belo Horizonte;Belo Horizonte;Igarapé
3130200;Igaratinga;Oeste de Minas;Divinópolis;Pará de Minas
3130309;Iguatama;Oeste de Minas;Piuí;Iguatama
3130408;Ijaci;Campo das Vertentes;Lavras;Lavras
316100715;Ilhéus do Prata;Metropolitana de Belo Horizonte;Itabira;São Domingos do Prata
3130507;Ilicínea;Sul/Sudoeste de Minas;Varginha;Boa Esperança
314400312;Imbiruçu;Vale do Rio Doce;Aimorés;Mutum
3130556;Imbé de Minas;Vale do Rio Doce;Caratinga;Caratinga
3130606;Inconfidentes;Sul/Sudoeste de Minas;Poços de Caldas;Ouro Fino
3130655;Indaiabira;Norte de Minas;Salinas;Taiobeiras
315430925;Independência;Vale do Rio Doce;Aimorés;Resplendor
3130705;Indianópolis;Triângulo Mineiro/Alto Paranaíba;Uberlândia;Araguari
3130804;Ingaí;Campo das Vertentes;Lavras;Itumirim
3130903;Inhapim;Vale do Rio Doce;Caratinga;Inhapim
312160530;Inhaí;Jequitinhonha;Diamantina;Diamantina
3131000;Inhaúma;Metropolitana de Belo Horizonte;Sete Lagoas;Sete Lagoas
3131109;Inimutaba;Central Mineira;Curvelo;Curvelo
3131158;Ipaba;Vale do Rio Doce;Caratinga;Ipatinga
3131208;Ipanema;Vale do Rio Doce;Aimorés;Ipanema
3131307;Ipatinga;Vale do Rio Doce;Ipatinga;Ipatinga
3131406;Ipiaçu;Triângulo Mineiro/Alto Paranaíba;Ituiutaba;Capinópolis
313170310;Ipoema;Metropolitana de Belo Horizonte;Itabira;Itabira
3131505;Ipuiúna;Sul/Sudoeste de Minas;Pouso Alegre;Santa Rita de Caldas
3131604;Iraí de Minas;Triângulo Mineiro/Alto Paranaíba;Patrocínio;Monte Carmelo
3131703;Itabira;Metropolitana de Belo Horizonte;Itabira;Itabira
3131802;Itabirinha;Vale do Rio Doce;Mantena;Mantena
3131901;Itabirito;Metropolitana de Belo Horizonte;Ouro Preto;Itabirito
315930810;Itaboca;Zona da Mata;Juiz de Fora;Rio Preto
3132008;Itacambira;Norte de Minas;Grão Mogol;Montes Claros
3132107;Itacarambi;Norte de Minas;Januária;Januária
311440210;Itaci;Sul/Sudoeste de Minas;Alfenas;Carmo do Rio Claro
311750425;Itacolomi;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Conceição do Mato Dentro
3132206;Itaguara;Metropolitana de Belo Horizonte;Itaguara;Itaguara
310970910;Itaim;Sul/Sudoeste de Minas;Santa Rita do Sapucaí;Cachoeira de Minas
310400715;Itaipu de Araxá;Triângulo Mineiro/Alto Paranaíba;Araxá;Araxá
3132305;Itaipé;Vale do Mucuri;Teófilo Otoni;Novo Cruzeiro
3132404;Itajubá;Sul/Sudoeste de Minas;Itajubá;Itajubá
313090310;Itajutiba;Vale do Rio Doce;Caratinga;Inhapim
3132503;Itamarandiba;Jequitinhonha;Capelinha;Itamarandiba
310100320;Itamarati;Norte de Minas;Salinas;Pedra Azul
3132602;Itamarati de Minas;Zona da Mata;Cataguases;Cataguases
3132701;Itambacuri;Vale do Rio Doce;Governador Valadares;Itambacuri
3132800;Itambé do Mato Dentro;Metropolitana de Belo Horizonte;Conceição do Mato Dentro;Itabira
312430210;Itamirim;Norte de Minas;Janaúba;Espinosa
3132909;Itamogi;Sul/Sudoeste de Minas;São Sebastião do Paraíso;Itamogi
